Whole Person Physiome Table for Digestive System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Yamada’s Textbook of Gastroenterology (7e, 2022)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,10/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in FunctionNotes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,FunctionNotes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Intestinal PO₄³⁻ absorption via NaPi cotransport: NaPi-Iib mediates PO₄³⁻  reabsorption ,Cell,Small intestine,Small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,,does,X transport to Y,PO₄³⁻ ,blood,,,Cellular,Seconds-minutes,Serum phosphate,Phosphate [Mass/volume] in Serum or Plasma,2777-1,,,,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,smooth muscle contraction,GO:0006939,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate absorption: PTH mediates PO₄³⁻  reabsorption ,Cell,Small intestine,Small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,VitD,increases,X transport to Y,PO₄³⁻ ,blood,,Systemic,Cellular,Seconds-minutes,Serum phosphate,Phosphate [Mass/volume] in Serum or Plasma,2777-1, 25-OH vitamin D,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma (or 62292-8 if total D2+D3 intended),1989-3,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,smooth muscle contraction,GO:0006939,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate absorption: FGF23 mediates PO₄³⁻  reabsorption ,Cell,Small intestine,Small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,FGF23,decreases,X transport to Y,PO₄³⁻ ,blood,,Systemic,Cellular,Seconds-minutes,Serum phosphate,Phosphate [Mass/volume] in Serum or Plasma,2777-1,FGF23,Fibroblast growth factor 23.C-terminal [Units/volume] in Plasma,47855-2,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,smooth muscle contraction,GO:0006939,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate absorption: Concentration-dependent diffusion mediates  PO₄³⁻ passive absorption,Tissue,Small intestine,Small intestine,UBERON:0002108,Small intestine,Small intestine,UBERON:0002108,Concentration-dependent diffusion,does,X transport to Y,PO₄³⁻ ,blood,,Intra-organ,Organ (intra-organ),minutes-hours,Serum phosphate,Phosphate [Mass/volume] in Serum or Plasma,2777-1,,,,,,,,,,Concentration-dependent diffusion,passive transmembrane transporter activity,GO:0022803,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate binding in gut (diet/fiber or meds): Phosphate binding in gut (diet/fiber or meds) regulates  PO₄³⁻ reabsorption,Tissue,Small intestine,Small intestine,UBERON:0002108,Small intestine,Small intestine,UBERON:0002108,phytic acid,increases,X excretion to Y,PO₄³⁻ ,fece,,Intra-organ,Organ (intra-organ),Hours,Serum phosphate,Phosphate [Mass/volume] in Serum or Plasma,2777-1,,,,,,,,,,Concentration-dependent diffusion,passive transmembrane transporter activity,GO:0022803,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Ca-P complex formation in gut lumen: Ca-P complex formation in gut lumen regulates  PO₄³⁻ reabsorption,Tissue,Small intestine,Small intestine,UBERON:0002108,Small intestine,Small intestine,UBERON:0002108,dairy buffering,increases,X transport to Y,PO₄³⁻ ,cell,,Intra-organ,Organ (intra-organ),Minutes-hours,Serum phosphate,Phosphate [Mass/volume] in Serum or Plasma,2777-1,,,,,,,,,,Concentration-dependent diffusion,passive transmembrane transporter activity,GO:0022803,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Maintain calcium-phosphate balance,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Ca²⁺ regulates epithelial junction & secretion: Ca²⁺ influx (TRPV6) increases⁺ CaSR activation  and intracellular  Ca² for Tightens tight junctions and mucus secretion,Organ system,GI,digestive system,UBERON:0001007,Enterocytes,enterocyte,CL:0000584,Ca²⁺ influx,does,X resitution,tight junctions barrier,,,Systemic,Systemic,Hours-days,Serum phosphate,Phosphate [Mass/volume] in Serum or Plasma,2777-1, FGF-23,Fibroblast growth factor 23.C-terminal [Units/volume] in Plasma,47855-2,,,,,,,↓ NaPi-IIb expression,sodium-dependent phosphate transport,GO:0044341,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Water transport,water transport,GO:0006833,,,,,,,,,,,,,,,,,Coupled osmotic movement following ion flux: Na⁺-driven water uptake,Cell,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X transport to Y,sodium/water,blood,,,Cellular,seconds-minutes,Stool water content,Water [Mass/mass] in Stool by Infrared spectroscopy,59016-6, hydration state,,,,,,,,,Osmotic coupling to NaCl flux,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Water transport,water transport,GO:0006833,,,,,,,,,,,,,,,,,Coupled osmotic movement following ion flux: Paracellular solvent drag,Cell,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X transport between Y,water,the gaps between gut cells,,,Cellular,seconds-minutes,Stool water content,Water [Mass/mass] in Stool by Infrared spectroscopy,59016-6, hydration state,,,,,,,,,Osmotic coupling to NaCl flux,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Water transport,water transport,GO:0006833,,,,,,,,,,,,,,,,,Coupled osmotic movement following ion flux: Aquaporin-mediated transcellular flow,Cell,Stomach,stomach,UBERON:0000945,Enterocyte,enterocyte,CL:0000584,,does,X formation,Aquaporin transcellular water flow,,,,Segmental (intra-organ),seconds-minutes,Stool water content,Water [Mass/mass] in Stool by Infrared spectroscopy,59016-6, hydration state,,,,,,,,,Osmotic coupling to NaCl flux,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Regulation of transport by second messengers,regulation of transport,GO:0051049,,,,,,,,,,,,,,,,,"cAMP-, cGMP- and Ca²⁺-mediated pathways: cAMP (VIP, PGE₂) → CFTR activation",Cell,Stomach,stomach,UBERON:0000945,Secretory enterocyte,secretory cell,CL:0000151,"VIP, PGE₂",increases,X activation,CFTR signaling,,,Paracrine ,Organ (intra-organ),Seconds-minutes,cAMP/cGMP levels,cAMP: Adenosine monophosphate.cyclic [Moles/volume] in Urine --baseline / cGMP: Guanosine monophosphate.cyclic [Mass/volume] in Serum or Plasma,45015-5 / 2402-6, CFTR activity,,,,,,,,,"ENS and hormonal control (VIP, ACh, PGE₂)",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Regulation of transport by second messengers,regulation of transport,GO:0051049,,,,,,,,,,,,,,,,,"cAMP-, cGMP- and Ca²⁺-mediated pathways: cGMP (guanylin, E. coli STa) → CFTR ↑",Cell,Stomach,stomach,UBERON:0000945,Secretory enterocyte,secretory cell,CL:0000151,Guanylin/STa,increases,X activation,CFTR signaling,,,Paracrine,Organ (intra-organ),Seconds-minutes,cAMP/cGMP levels,cAMP: Adenosine monophosphate.cyclic [Moles/volume] in Urine --baseline / cGMP: Guanosine monophosphate.cyclic [Mass/volume] in Serum or Plasma,45015-5 / 2402-6, CFTR activity,,,,,,,,,"ENS and hormonal control (VIP, ACh, PGE₂)",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Regulation of transport by second messengers,regulation of transport,GO:0051049,,,,,,,,,,,,,,,,,"cAMP-, cGMP- and Ca²⁺-mediated pathways: Ca²⁺ (acetylcholine) → Cl⁻ & K⁺ channels ↑",Cell,Stomach,stomach,UBERON:0000945,Secretory enterocyte,secretory cell,CL:0000151,Ca²⁺/ACh,increases,X activation,Ca²⁺-ACh,,,Intra-organ,Paracrine,Seconds-minutes,cAMP/cGMP levels,cAMP: Adenosine monophosphate.cyclic [Moles/volume] in Urine --baseline / cGMP: Guanosine monophosphate.cyclic [Mass/volume] in Serum or Plasma,45015-5 / 2402-6, CFTR activity,,,,,,,,,"ENS and hormonal control (VIP, ACh, PGE₂)",,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Gastric accommodation,gastric motility,GO:0035482,,,,,,,,,,,,,,Vagal inhibitory reflex,Organ,Gastric fundus,stomach fundus epithelium,UBERON:0005477,Gastric fundus,stomach fundus epithelium,UBERON:0005477,Vagus nerve,decreases,X reduces Y,Gastric fundus,Tone reduction,,Organ,Organ,minutes,Gastric barostat study,,,,,,,,,,,,Vagus–fundus interaction,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Gastric reservoir function,nutrient reservoir activity,GO:0045735,,,,,,,,,,,,,,Receptive relaxation,Organ,Stomach (fundus/proximal stomach),stomach,UBERON:0000945,Stomach (fundus/proximal stomach),stomach,UBERON:0000945,Nitric oxide (NO); VIP,increases,X relaxes Y,Gastric fundus,meal,,Organ,Organ,seconds,Barostat,,,High-resolution intragastric manometry,,,SPECT,,,,,,Vagovagal reflex,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Fundic receptive relaxation (nitrergic),relaxation of muscle,GO:0090075,,,,,,,,,,,,,,Receptive relaxation (stretch-induced),Organ,Stomach fundus (proximal stomach),stomach,UBERON:0000945,Stomach fundus (proximal stomach),stomach,UBERON:0000945,Nitric oxide (NO),increases,X relaxes Y,Gastric fundus,stretch,,Organ,Organ,seconds,SPECT gastric accommodation,,,Barostat,,,,,,,,,Stretch-dependent nitrergic pathway,nitric oxide-cGMP mediated signaling,GO:0038060,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Fundic receptive relaxation (VIP),relaxation of muscle,GO:0090075,,,,,,,,,,,,,,Receptive relaxation (neuropeptidergic),Organ,Stomach fundus (proximal stomach),stomach,UBERON:0000945,Stomach fundus (proximal stomach),stomach,UBERON:0000945,Vasoactive intestinal peptide (VIP),increases,X relaxes Y,Gastric fundus,VIP,,Organ,Organ,seconds,SPECT gastric accommodation,,,Barostat,,,,,,,,,VIP–cAMP pathway,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Gastric responses to meal ingestion,gastric motility,GO:0035482,,,,,,,,,,,,,,Accommodation (adaptive relaxation),Organ,Stomach (fundus/proximal stomach),stomach,UBERON:0000945,Stomach (fundus/proximal stomach),stomach,UBERON:0000945,Nitric oxide (NO); VIP,increases,X relaxes Y,Gastric fundus,gastric distension,,Organ,Organ,minutes,Barostat; SPECT,,,,,,,,,,,,Gastrogastric reflex,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,54,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Gastric peristaltic wave,,,,,,,,,,,,,,,,Peristaltic wave (slow-wave coordinated),Organ,Stomach antrum–pylorus,stomach,UBERON:0000945,Stomach antrum–pylorus,stomach,UBERON:0000945,,does,X formation,Peristaltic wave,,,,Organ,seconds,Electrogastrography (EGG); Gastric/antroduodenal manometry; Gastric emptying scintigraphy,EGG: no LOINC; Gastric/antroduodenal manometry: no LOINC; Gastric emptying scintigraphy: NM Stomach Views for gastric emptying W Tc-99m SC PO,39768-7 (gastric emptying only),,,,,,,,,,Slow wave propagation,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Enteroenteric inhibitory reflexes,inhibitory synapse,GO:0060077,,,,,,,,,,,,,,"Enterogastric reflex (inhibition): When the small intestine senses the incoming stomach contents are too concentrated, it sends a norepinephrine nerve signal back that slows stomach emptying — a protective brake so the intestine doesn't get overwhelmed",Organ,"Stomach,duodenum",digestive tract,UBERON:0001555,"Stomach,duodenum",digestive tract,UBERON:0001555,Norepinephrine,decreases,Induction of X,Gastric emptying,,,Organ,Organ,seconds,Gastric emptying scintigraphy,NM Stomach Views for gastric emptying W Tc-99m SC PO,39768-7,,,,,,,,,,Sympathetic pathway,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Gastric Motility,gastric motility,GO:0035482,Gastric emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,"Antral peristaltic activity: Gastrin (released after a meal) makes the stomach's grinding contractions stronger, pushing stomach contents forward",Organ,Gastric antrum,stomach,UBERON:0000945,Gastric antrum,stomach,UBERON:0000945,Gastrin,increases,Induction of X,stomach's grinding contraction,,,Organ,Organ,minutes,Gastric emptying scintigraphy,NM Stomach Views for gastric emptying W Tc-99m SC PO,39768-7,,,,,,,,,,Gastrin–antrum interaction,cellular response to gastrin,GO:1990878,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,54,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Smooth muscle and pacemakers of the gut,smooth muscle contraction,GO:0006939,Rhythmic motility,rhythmic process,GO:0048511,,,,,,,,,,,,,,Slow wave generation,Cell,Intestine,intestine,UBERON:0000160,Interstitial cells of Cajal network,interstitial cell of Cajal,CL:0002088,,does,X propagates Y,Electrical slow wave,Propagation,,,Tissue,seconds,Antroduodenal manometry,,,,,,,,,,,,ICC–smooth muscle interaction,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Smooth muscle and pacemakers of the gut,smooth muscle contraction,GO:0006939,Peristaltic propulsion,,N/A,,,,,,,,,,,,,,Actin–myosin interaction,Tissue,Circular muscle layer,"smooth muscle tissue
",UBERON:0001135,Circular muscle layer,"smooth muscle tissue
",UBERON:0001135,Acetyloline,increases,X contracts Y,Circular muscle,Contraction,,Systemic,Tissue,seconds,Esophageal manometry,Esophageal manometry study,51393-7,,,,,,,,,,ENS–circular muscle interaction,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Esophageal peristalsis,peristalsis,GO:0030432,,,,,,,,,,,,,,,,,Primary peristaltic wave generation: Acetylcholine (triggered by swallowing) strengthens the coordinated muscle wave that pushes the swallowed food down the esophagus into the stomach,Tissue,Esophageal body,esophagus,UBERON:0001043,Esophageal body,esophagus,UBERON:0001043,Acetyloline,increases,X transport to Y,food,stomach,,Systemic,Tissue,seconds,High-resolution manometry,,,,,,,,,,,,ENS–esophagus interaction,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,42,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Esophageal/colonic peristaltic wave (neurogenic),peristalsis,GO:0030432,Propulsion,,N/A,,,,,,,,,,,,,,Peristaltic wave (neural organization),Tissue,Esophagus/colon (smooth muscle regions),smooth muscle of esophagus,UBERON:0002112,Esophagus/colon (smooth muscle regions),smooth muscle of esophagus,UBERON:0002112,Acetylcholine; Substance P,increases,X propagates Y,Peristaltic wave,distal segment,,Systemic,Tissue,seconds,High-resolution manometry (HRM),,,,,,,,,,,,Enteric excitatory pathway,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Small Intestinal Motility,intestinal motility,GO:0120054,,,,,,,,,,,,,,,,,Peristaltic reflex (ascending limb),Tissue,Small intestine (circular muscle),small intestine smooth muscle circular layer,UBERON:0012401,Small intestine (circular muscle),small intestine smooth muscle circular layer,UBERON:0012401,Acetylcholine; Substance P,increases,X contracts Y,Circular muscle,bolus,,Systemic,Tissue,seconds,Antroduodenal manometry,,,,,,,,,,,,Ascending-descending reflex arc,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Small Intestinal Motility,intestinal motility,GO:0120054,,,,,,,,,,,,,,,,,Peristaltic reflex (descending limb),Tissue,Small intestine (circular muscle),small intestine smooth muscle circular layer,UBERON:0012401,Small intestine (circular muscle),small intestine smooth muscle circular layer,UBERON:0012401,NO; VIP; PACAP,increases,X relaxes Y,Circular muscle,bolus,,Systemic,Tissue,seconds,Antroduodenal manometry,,,,,,,,,,,,Ascending-descending reflex arc,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Small Intestinal Motility,intestinal motility,GO:0120054,Small-intestinal peristaltic wave,small intestinal transit,GO:0120055,,,,,,,,,,,,,,Peristaltic wave (slow-wave coordinated),Tissue,Small intestine (circular muscle),small intestine smooth muscle circular layer,UBERON:0012401,Small intestine (circular muscle),small intestine smooth muscle circular layer,UBERON:0012401,,does,X propagates Y,Peristaltic wave,circular muscle,,,Tissue,seconds,Antroduodenal manometry,,,Wireless motility capsule,,,,,,,,,Slow wave propagation,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Small Intestinal Motility,intestinal motility,GO:0120054,Dysmotility of the small intestine and colon,,,,,,,,,,,,,,,,Local reflex contraction,Tissue,Circular muscle layer,"smooth muscle tissue
",UBERON:0001135,Circular muscle layer,"smooth muscle tissue
",UBERON:0001135,Substance P,increases,Induction of X,Intestinal segment contraction,,,Intra-organ,Tissue,seconds,Small bowel manometry,,,,,,,,,,,,ENS–circular muscle interaction,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,55,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Colon Motility,intestinal motility,GO:0120054,Mass movement/defecation,defecation,GO:0030421,,,,,,,,,,,,,,High-amplitude propagated contraction (HAPC),Organ,Colon,colon,UBERON:0001155,Colon,colon,UBERON:0001155,,does,X propagates Y,Colon,rectum,,,Organ,minutes,Colonic manometry,,,Wireless motility capsule,,,,,,,,,Colonic ENS circuitry,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Migrating Motor Complex,,,"Fasting patterns (Migrating Motor Complex, MMC)",,,,,,,,,,,,,,,,Migrating motor complex (phase III),Organ,Stomach & small intestine,digestive tract,UBERON:0004994,Stomach & small intestine,digestive tract,UBERON:0004994,,does,X propagates Y,Phase III,small intestine,,,Organ,minutes,Antroduodenal manometry,,,Wireless motility capsule,,,,,,,,,ICC pacemaker coupling,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,54,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Sympathetic effects on motility,nervous system process,GO:0050877,Protective inhibition,,,,,,,,,,,,,,,,Sympathetic reflex,Organ system,Gastrointestinal tract (nonsphincter regions),digestive tract,UBERON:0004994,Gastrointestinal tract (nonsphincter regions),digestive tract,UBERON:0004994,Norepinephrine,decreases,X relaxes Y,Smooth muscle,sympathetic activity,,Systemic,Organ system,seconds,,,,,,,,,,,,,Sympathetic pathway,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Hormonal regulation of motility,regulation of gastric motility,GO:1905333,Modulation of gastric/intestinal motility,,,,,,,,,,,,,,,,CCK signaling,Organ,Stomach and proximal small intestine,digestive tract,UBERON:0004994,Stomach and proximal small intestine,digestive tract,UBERON:0004994,Cholecystokinin (CCK),decreases,X reduces Y,Antrum,meal,,Systemic,Organ,minutes,Gastric emptying scintigraphy,NM Stomach Views for gastric emptying W Tc-99m SC PO,39768-7,,,,,,,,,,Hormone-SIP signaling,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,
