"id"
"CL:0000000"
"CL:0000540"
"CL:0000034"
"CL:0000036"
"CL:0000037"
"CL:0000049"
"CL:0000050"
"CL:0000051"
"CL:0000057"
"CL:0000065"
"CL:0000066"
"CL:0000071"
"CL:0000075"
"CL:0000077"
"CL:0000084"
"CL:0000094"
"CL:0000099"
"CL:0000100"
"CL:0000113"
"CL:0000115"
"CL:0000125"
"CL:0000127"
"CL:0000128"
"CL:0000136"
"CL:0000146"
"CL:0000148"
"CL:0000158"
"CL:0000163"
"CL:0000165"
"CL:0000169"
"CL:0000171"
"CL:0000173"
"CL:0000175"
"CL:0000182"
"CL:0000188"
"CL:0000192"
"CL:0000232"
"CL:0000233"
"CL:0000235"
"CL:0000236"
"CL:0000240"
"CL:0000241"
"CL:0000242"
"CL:0000244"
"CL:0000287"
"CL:0000312"
"CL:0000317"
"CL:0000359"
"CL:0000432"
"CL:0000451"
"CL:0000453"
"CL:0000499"
"CL:0000503"
"CL:0000509"
"CL:0000525"
"CL:0000526"
"CL:0000542"
"CL:0000553"
"CL:0000556"
"CL:0000557"
"CL:0000559"
"CL:0000561"
"CL:0000573"
"CL:0000575"
"CL:0000576"
"CL:0000604"
"CL:0000623"
"CL:0000632"
"CL:0000636"
"CL:0000646"
"CL:0000648"
"CL:0000649"
"CL:0000653"
"CL:0000654"
"CL:0000669"
"CL:0000679"
"CL:0000706"
"CL:0000738"
"CL:0000740"
"CL:0000745"
"CL:0000746"
"CL:0000748"
"CL:0000764"
"CL:0000775"
"CL:0000786"
"CL:0000787"
"CL:0000788"
"CL:0000816"
"CL:0000817"
"CL:0000818"
"CL:0000826"
"CL:0000837"
"CL:0000839"
"CL:0000844"
"CL:0000860"
"CL:0000936"
"CL:0000945"
"CL:0000970"
"CL:0000972"
"CL:0000980"
"CL:4023060"
"CL:4023061"
"CL:0000990"
"CL:0001035"
"CL:0001054"
"CL:0001055"
"CL:0001065"
"CL:0001067"
"CL:0002059"
"CL:0002062"
"CL:0002063"
"CL:0002064"
"CL:0002068"
"CL:0002079"
"CL:0002080"
"CL:0002088"
"CL:0002095"
"CL:0002138"
"CL:0002144"
"CL:0002145"
"CL:0002153"
"CL:0002207"
"CL:0002208"
"CL:0002224"
"CL:0002255"
"CL:0002262"
"CL:0002275"
"CL:0002292"
"CL:0002306"
"CL:0002329"
"CL:0002332"
"CL:0002341"
"CL:0002350"
"CL:0002363"
"CL:0002364"
"CL:0002425"
"CL:0002453"
"CL:0002457"
"CL:0002460"
"CL:0002483"
"CL:0002521"
"CL:0002536"
"CL:0002543"
"CL:0002557"
"CL:0002562"
"CL:0002573"
"CL:0002574"
"CL:0002585"
"CL:0002586"
"CL:0002591"
"CL:0002592"
"CL:0002597"
"CL:0002598"
"CL:0002604"
"CL:0002605"
"CL:0002620"
"CL:0002621"
"CL:0002652"
"CL:0005006"
"CL:0008019"
"CL:0008024"
"CL:0008034"
"CL:0009011"
"CL:0009016"
"CL:0009084"
"CL:0010008"
"CL:0010012"
"CL:0012000"
"CL:0012001"
"CL:0019018"
"CL:0019019"
"CL:0019032"
"CL:1000414"
"CL:1000458"
"CL:1001318"
"CL:1001319"
"CL:1001433"
"CL:1001599"
"CL:2000032"
"CL:4023057"
"CL:4033050"
"CL:0009018"
"CL:0009080"
"CL:0009086"
"CL:0009089"
"CL:0009100"
"CL:0009115"
"CL:0011004"
"CL:0011103"
"CL:0017000"
"CL:0017002"
"CL:0017011"
"CL:0019002"
"CL:0019003"
"CL:0019017"
"CL:0019026"
"CL:0019028"
"CL:0019029"
"CL:1000223"
"CL:1000271"
"CL:1000279"
"CL:1000308"
"CL:1000309"
"CL:1000321"
"CL:1000322"
"CL:1000324"
"CL:1000325"
"CL:1000326"
"CL:1000329"
"CL:1000330"
"CL:1000331"
"CL:1000348"
"CL:1000349"
"CL:1000350"
"CL:1000351"
"CL:1000352"
"CL:1000398"
"CL:1000412"
"CL:1000413"
"CL:1000417"
"CL:1000452"
"CL:1000454"
"CL:1000457"
"CL:1000486"
"CL:1000487"
"CL:1000489"
"CL:1000493"
"CL:1000597"
"CL:1000692"
"CL:1000708"
"CL:1000714"
"CL:1000716"
"CL:1000718"
"CL:1000768"
"CL:1000849"
"CL:1000850"
"CL:1001005"
"CL:1001033"
"CL:1001096"
"CL:1001099"
"CL:1001106"
"CL:1001107"
"CL:1001108"
"CL:1001109"
"CL:1001111"
"CL:1001131"
"CL:1001285"
"CL:1001428"
"CL:1001431"
"CL:1001568"
"CL:1001577"
"CL:1001607"
"CL:2000040"
"CL:2000053"
