immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antibody production and effector function,humoral immune response,GO:0006959,isotype-specific effector roles,immunoglobulin production,GO:0002377,,,,,,,,,,,,,,IgE is produced in small amounts and sequestered on tissue mast cells,cell,immune system,immune system,UBERON:0002405,plasma cell,plasma cell,CL:0000786,,,,does,X secretion,immunoglobulin E,,,,,,,,,,"the least abundant isotype in serum, but almost entirely bound to mast cells and basophils rather than free",days,,circulatory,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,complement C3,Complement C3 [Mass/volume] in Serum or Plasma,LOINC:4485-1,complement activation,complement activation,GO:0006956,phagocytosis,phagocytosis,GO:0006909,mast cell activation,,,neonatal immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,13,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antibody production and effector function,humoral immune response,GO:0006959,isotype-specific effector roles,immunoglobulin production,GO:0002377,,,,,,,,,,,,,the same receptor is exploited therapeutically to prolong the half-life of engineered antibodies,FcRn rescues internalised IgG from degradation and returns it to the circulation,cell,blood,blood,UBERON:0000178,endothelial cell,endothelial cell,CL:0000115,,,,does,X uptake,immunoglobulin G,,,,,,,,,,FcRn-mediated pinocytic salvage and recycling extends the IgG half-life to about 21 days,hours-days,,circulatory,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,complement C3,Complement C3 [Mass/volume] in Serum or Plasma,LOINC:4485-1,complement activation,complement activation,GO:0006956,phagocytosis,phagocytosis,GO:0006909,mast cell activation,,,neonatal immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,13,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antibody production and effector function,humoral immune response,GO:0006959,isotype-specific effector roles,immunoglobulin production,GO:0002377,,,,,,,,,,,,,the window between maternal antibody decay and mature infant responses is the period of greatest infectious vulnerability,"Placental FcRn transfers maternal IgG to the fetus, conferring passive immunity",cell,placenta,placenta,UBERON:0001987,syncytiotrophoblast,,,,,,does,transport of X from Y to Z,maternal immunoglobulin G,,,maternal blood,,,fetal circulation,,,,FcRn-mediated; provides passive protection for roughly the first 6 months of life as maternal IgG decays,days-weeks,,systemic,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,complement C3,Complement C3 [Mass/volume] in Serum or Plasma,LOINC:4485-1,complement activation,complement activation,GO:0006956,phagocytosis,phagocytosis,GO:0006909,mast cell activation,,,neonatal immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,13,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antibody production and effector function,humoral immune response,GO:0006959,isotype-specific effector roles,immunoglobulin production,GO:0002377,,,,,,,,,,,,,,,cell,immune system,immune system,UBERON:0002405,macrophage,macrophage,CL:0000235,immunoglobulin G,,,increases,X uptake,microorganisms,,,,,,,,,,opsonisation is the quantitatively dominant antibody effector mechanism against encapsulated bacteria,minutes,circulatory,intra-organ,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,complement C3,Complement C3 [Mass/volume] in Serum or Plasma,LOINC:4485-1,complement activation,complement activation,GO:0006956,phagocytosis,phagocytosis,GO:0006909,mast cell activation,,,neonatal immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,13,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,adaptive immunity,adaptive immune response,GO:0002250,antibody production and effector function,humoral immune response,GO:0006959,isotype-specific effector roles,immunoglobulin production,GO:0002377,,,,,,,,,,,,,,Neutralising antibody blocks microbial attachment and entry before infection is established,organism,immune system,immune system,UBERON:0002405,immune system,,,neutralizing antibody,,,decreases,transport of X from Y to Z,virus,,,extracellular fluid,,,host cell,,,,blocking receptor engagement; the correlate of protection for most licensed vaccines,minutes,circulatory,systemic,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,complement C3,Complement C3 [Mass/volume] in Serum or Plasma,LOINC:4485-1,complement activation,complement activation,GO:0006956,phagocytosis,phagocytosis,GO:0006909,mast cell activation,,,neonatal immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,13,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,haematopoiesis and lymphoid commitment,hematopoietic progenitor cell differentiation,GO:0002244,progenitor output,lymphoid progenitor cell differentiation,GO:0002320,,,,,,,,,,,,,fetal liver is the generative site before birth; marrow takes over afterwards,Haematopoietic stem cells give rise to the lymphoid and myeloid lineages,cell,bone marrow,bone marrow,UBERON:0002371,hematopoietic stem cell,hematopoietic stem cell,CL:0000037,,,,does,X synthesis,common lymphoid progenitor,,,,,,,,,,the marrow produces on the order of 10^11 leukocytes daily throughout life,days,,circulatory,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,hematopoiesis,,,bone marrow stroma,,,cytokine signalling,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"2, 8",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,haematopoiesis and lymphoid commitment,hematopoietic progenitor cell differentiation,GO:0002244,progenitor output,lymphoid progenitor cell differentiation,GO:0002320,,,,,,,,,,,,,,Marrow stroma supplies the survival and proliferation cytokines of early lymphopoiesis,cell,bone marrow,bone marrow,UBERON:0002371,bone marrow stromal cell,,,,,,does,X secretion,interleukin 7 and stem cell factor,,,,,,,,,,IL-7 receptor or common gamma chain defects abolish T cell development and cause severe combined immunodeficiency,days,,paracrine,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,hematopoiesis,,,bone marrow stroma,,,cytokine signalling,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"2, 8",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,B cell development,B cell differentiation,GO:0030183,receptor assembly and negative selection,V(D)J recombination,GO:0033151,,,,,,,,,,,,,"junctional diversity from terminal transferase and imprecise joining is concentrated in CDR3, the principal antigen-contacting loop",RAG-mediated recombination assembles a unique antigen receptor gene in each developing lymphocyte,cell,bone marrow,bone marrow,UBERON:0002371,pro-B cell,,,,,,does,X conversion to Y,germline immunoglobulin gene segments,,,rearranged VDJ exon,,,,,,,RAG1 and RAG2 dependent; combinatorial and junctional diversity together generate a repertoire on the order of 10^11 specificities,hours-days,,intra-organ,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,central tolerance,,,autoimmunity,,,hematopoiesis,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,B cell development,B cell differentiation,GO:0030183,receptor assembly and negative selection,V(D)J recombination,GO:0033151,,,,,,,,,,,,,,Successful heavy chain rearrangement licenses expansion and blocks the second allele,cell,bone marrow,bone marrow,UBERON:0002371,pre-B cell,,,pre-B cell receptor,,,increases,X synthesis,immature B cell,,,,,,,,,,"signals survival, proliferation and heavy chain allelic exclusion, ensuring one specificity per cell",days,intra-organ,intra-organ,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,central tolerance,,,autoimmunity,,,hematopoiesis,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,B cell development,B cell differentiation,GO:0030183,receptor assembly and negative selection,V(D)J recombination,GO:0033151,,,,,,,,,,,,,B cells get a second chance that T cells do not: receptor editing rewrites the light chain rather than killing the cell,Self-reactive immature B cells are edited or deleted before leaving the marrow,cell,bone marrow,bone marrow,UBERON:0002371,immature B cell,,,self antigen,,,decreases,X synthesis,naive B cell,,,,,,,,,,high-avidity self recognition triggers receptor editing first and deletion if editing fails,days,intra-organ,intra-organ,serum IgM,IgM [Mass/volume] in Serum,LOINC:2472-9,serum IgG,IgG [Mass/volume] in Serum,LOINC:2465-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,central tolerance,,,autoimmunity,,,hematopoiesis,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,T cell development,T cell differentiation in thymus,GO:0033077,thymic selection,thymic T cell selection,GO:0045061,,,,,,,,,,,,,the thymus is prodigal by design: a repertoire useful against unknown pathogens can only be found by generating and discarding vast numbers,The thymus generates and selects the mature naive T cell repertoire,organ,thymus,thymus,UBERON:0002370,thymus,,,,,,does,X synthesis,naive T cell,,,,,,,,,,fewer than 5% of thymocytes survive selection; output falls steeply after puberty with thymic involution,days-weeks,,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,central tolerance,,,autoimmune polyendocrinopathy,,,regulatory T cells,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,T cell development,T cell differentiation in thymus,GO:0033077,thymic selection,thymic T cell selection,GO:0045061,,,,,,,,,,,,,,Weak self-MHC recognition rescues thymocytes from death and sets their coreceptor lineage,cell,thymus,thymus,UBERON:0002370,thymocyte,thymocyte,CL:0000893,low-avidity self peptide-MHC,,,increases,X synthesis,naive T cell,,,,,,,,,,positive selection; also fixes CD4 versus CD8 lineage according to whether class II or class I was engaged,days,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,central tolerance,,,autoimmune polyendocrinopathy,,,regulatory T cells,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,T cell development,T cell differentiation in thymus,GO:0033077,thymic selection,thymic T cell selection,GO:0045061,,,,,,,,,,,,,,,cell,thymus,thymus,UBERON:0002370,thymocyte,thymocyte,CL:0000893,high-avidity self peptide-MHC,,,decreases,X synthesis,naive T cell,,,,,,,,,,negative selection by clonal deletion; the principal mechanism of central tolerance,hours-days,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,central tolerance,,,autoimmune polyendocrinopathy,,,regulatory T cells,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,T cell development,T cell differentiation in thymus,GO:0033077,thymic selection,thymic T cell selection,GO:0045061,,,,,,,,,,,,,"the thymus solves an apparently impossible problem by expressing insulin, thyroglobulin and other peripheral proteins in situ",AIRE-driven ectopic antigen expression allows deletion of T cells specific for peripheral tissues,cell,thymus,thymus,UBERON:0002370,medullary thymic epithelial cell,,,AIRE,,,increases,transport of X from Y to Z,tissue-restricted self peptide-MHC complex,,,endosome,,,cell surface,,,,AIRE drives ectopic expression of peripheral tissue antigens in the medulla; its loss causes autoimmune polyendocrine syndrome type 1,days,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,central tolerance,,,autoimmune polyendocrinopathy,,,regulatory T cells,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,lymphocyte development,lymphocyte differentiation,GO:0030098,T cell development,T cell differentiation in thymus,GO:0033077,thymic selection,thymic T cell selection,GO:0045061,,,,,,,,,,,,,,Some self-reactive CD4 thymocytes are diverted into the regulatory lineage rather than deleted,cell,thymus,thymus,UBERON:0002370,thymocyte,thymocyte,CL:0000893,intermediate-avidity self peptide-MHC,,,increases,X synthesis,regulatory T cell,,,,,,,,,,an alternative fate to deletion for self-reactive CD4 cells; the source of the natural Treg repertoire,days,intra-organ,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,complete blood count with differential,CBC panel - Blood by Automated count,LOINC:58410-2,,,,,,,central tolerance,,,autoimmune polyendocrinopathy,,,regulatory T cells,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,8,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,immune regulation and tolerance,tolerance induction,GO:0002507,peripheral tolerance,tolerance induction,GO:0002507,regulatory T cell function,regulatory T cell differentiation,GO:0045066,,,,,,,,,,,,,"regulatory T cells demonstrate that tolerance is actively maintained, not merely the absence of a response",Regulatory T cells suppress effector responses through inhibitory cytokines and contact-dependent mechanisms,cell,immune system,immune system,UBERON:0002405,regulatory T cell,regulatory T cell,CL:0000815,,,,does,X secretion,interleukin 10 and transforming growth factor beta,,,,,,,,,,5-10% of circulating CD4 cells; FOXP3 mutation causes the fatal IPEX syndrome,hours-days,,paracrine,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,peripheral tolerance,tolerance induction,GO:0002507,autoimmunity,,,transplantation,,,tumour immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"9, 14",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,immune regulation and tolerance,tolerance induction,GO:0002507,peripheral tolerance,tolerance induction,GO:0002507,regulatory T cell function,regulatory T cell differentiation,GO:0045066,,,,,,,,,,,,,,,cell,immune system,immune system,UBERON:0002405,regulatory T cell,regulatory T cell,CL:0000815,interleukin 2,,,increases,X synthesis,regulatory T cell,,,,,,,,,,Tregs constitutively express the high-affinity IL-2 receptor and consume the cytokine effector cells need,days,paracrine,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,peripheral tolerance,tolerance induction,GO:0002507,autoimmunity,,,transplantation,,,tumour immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"9, 14",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,immune regulation and tolerance,tolerance induction,GO:0002507,peripheral tolerance,tolerance induction,GO:0002507,regulatory T cell function,regulatory T cell differentiation,GO:0045066,,,,,,,,,,,,,,,cell,intestine,intestine,UBERON:0000160,regulatory T cell,regulatory T cell,CL:0000815,butyrate,,,increases,X synthesis,regulatory T cell,,,,,,,,,,commensal-derived short-chain fatty acids expand colonic Tregs,days,intra-organ,intra-organ,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,peripheral tolerance,tolerance induction,GO:0002507,autoimmunity,,,transplantation,,,tumour immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"9, 14",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,immune regulation and tolerance,tolerance induction,GO:0002507,peripheral tolerance,tolerance induction,GO:0002507,regulatory T cell function,regulatory T cell differentiation,GO:0045066,,,,,,,,,,,,,,,cell,immune system,immune system,UBERON:0002405,macrophage,macrophage,CL:0000235,interleukin 10,,,decreases,X secretion,interleukin 12,,,,,,,,,,,hours,paracrine,paracrine,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,peripheral tolerance,tolerance induction,GO:0002507,autoimmunity,,,transplantation,,,tumour immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"9, 14",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,immune regulation and tolerance,tolerance induction,GO:0002507,peripheral tolerance,tolerance induction,GO:0002507,regulatory T cell function,regulatory T cell differentiation,GO:0045066,,,,,,,,,,,,,steady-state dendritic cell presentation of self antigen is tolerogenic; this is the peripheral counterpart of thymic deletion,Steady-state antigen presentation without costimulation induces peripheral tolerance,cell,lymph node,lymph node,UBERON:0000029,conventional dendritic cell,conventional dendritic cell,CL:0000990,absence of costimulation,,,decreases,X synthesis,effector T cell,,,,,,,,,,"antigen presented without infection produces anergy, deletion or Treg induction rather than immunity",days,intra-organ,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,peripheral tolerance,tolerance induction,GO:0002507,autoimmunity,,,transplantation,,,tumour immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"9, 14",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,immune regulation and tolerance,tolerance induction,GO:0002507,peripheral tolerance,tolerance induction,GO:0002507,regulatory T cell function,regulatory T cell differentiation,GO:0045066,,,,,,,,,,,,,,Antigen encountered through the gut induces systemic unresponsiveness rather than immunity,organism,intestine,intestine,UBERON:0000160,immune system,,,oral antigen exposure,,,increases,transition to X,antigen-tolerant status,,,,,,,,,,the basis of oral immunotherapy and of early peanut introduction to prevent allergy,weeks-months,intra-organ,systemic,CD4 T cell count,CD4+ CD3+ (T4 helper) cells [#/volume] in Blood,LOINC:24467-3,,,,,,,,,,peripheral tolerance,tolerance induction,GO:0002507,autoimmunity,,,transplantation,,,tumour immunity,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,"9, 14",,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,The epithelial tight junction network is the first line of defense at every barrier surface,cell,intestine,intestine,UBERON:0000160,intestinal epithelial cell,intestinal epithelial cell,CL:0002563,,,,does,cell-cell adhesion,,,,,,,,,,,tight junctions exclude organisms of any size from the paracellular route,hours,,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,Paneth cells protect the intestinal stem cell niche with antimicrobial peptides,cell,intestine,intestine,UBERON:0000160,Paneth cell,paneth cell,CL:0000510,,,,does,X secretion,alpha-defensins and lysozyme,,,,,,,,,,concentrations in the crypt lumen are high enough to sterilise the stem cell niche,minutes-hours,,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,Goblet cell mucus physically separates the microbiota from the epithelium,cell,intestine,intestine,UBERON:0000160,goblet cell,goblet cell,CL:0000160,,,,does,X secretion,mucin,,,,,,,,,,the colonic inner mucus layer is normally free of bacteria,minutes-hours,,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,,cell,intestine,intestine,UBERON:0000160,intestinal epithelial cell,intestinal epithelial cell,CL:0002563,interleukin 22,,,increases,X secretion,antimicrobial peptides,,,,,,,,,,,hours,paracrine,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,M cells transcytose luminal antigen to the organised mucosal immune system,cell,Peyer's patch,Peyer's patch,UBERON:0001211,M cell,M cell of gut,CL:0000682,,,,does,transport of X from Y to Z,luminal antigen,,,intestinal lumen,,,Peyer's patch,,,,the controlled sampling route; also exploited by Salmonella and other invasive pathogens,minutes-hours,,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,"the tissue teaches the lymphocyte where to return, using a dietary metabolite as the instruction",Intestinal dendritic cells convert dietary vitamin A into the imprinting signal for gut homing,cell,intestine,intestine,UBERON:0000160,conventional dendritic cell,conventional dendritic cell,CL:0000990,,,,does,X conversion to Y,vitamin A,,,retinoic acid,,,,,,,RALDH-expressing CD103 positive dendritic cells; imprints gut homing and favours IgA and Treg induction,hours,,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,Keratinocytes maintain a chemical antimicrobial barrier at the skin surface,cell,skin,skin of body,UBERON:0002097,keratinocyte,keratinocyte,CL:0000312,,,,does,X secretion,beta-defensins and cathelicidin,,,,,,,,,,"constitutive and inducible; deficient in atopic dermatitis, where Th2 cytokines suppress their expression",minutes-hours,,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,Keratinocyte cytokines recruit and instruct the cutaneous immune system,cell,skin,skin of body,UBERON:0002097,keratinocyte,keratinocyte,CL:0000312,,,,does,X secretion,"interleukin 1, TNF and TSLP",,,,,,,,,,,hours,,paracrine,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,,Langerhans cells carry epidermal antigen to skin-draining nodes,cell,skin,skin of body,UBERON:0002097,Langerhans cell,Langerhans cell,CL:0000453,,,,does,transport of X from Y to Z,Langerhans cell,,,epidermis,,,skin-draining lymph node,,,,"the epidermal antigen-sampling network, arising from embryonic precursors and self-renewing in situ",hours-days,,intra-organ,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
immune system,immune system process,GO:0002376,barrier and mucosal immunity,mucosal immune response,GO:0002385,epithelial barrier defense,defense response,GO:0006952,barrier integrity and antimicrobial secretion,,,,,,,,,,,,,,,the alveolus tolerates a constant particulate load only because its resident macrophages are set to suppress rather than inflame,Alveolar macrophages maintain an anti-inflammatory tone in the distal lung,cell,lung,lung,UBERON:0002048,alveolar macrophage,alveolar macrophage,CL:0000583,,,,does,X secretion,interleukin 10 and transforming growth factor beta,,,,,,,,,,"poorly phagocytic and actively suppressive by default, which keeps the gas exchange surface quiet",hours,,paracrine,serum IgA,IgA [Mass/volume] in Serum,LOINC:2458-8,C-reactive protein,C reactive protein [Mass/volume] in Serum or Plasma,LOINC:1988-5,,,,,,,gut microbiota,,,innate lymphoid cells,,,mucosal IgA,,,,,,"Cellular & Molecular Immunology, 11th Edition (2023)",9780443283581,14,,,,,,,,,,,,,,,,,,,,,,,
