urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,vasopressin-dependent water reabsorption,renal water absorption,GO:0070295,,,,,,,,,,,,,,"Vasopressin reduces free water excretion, lowering urine volume and raising urine osmolality",organ,kidney,kidney,UBERON:0002113,kidney,,,vasopressin,,,decreases,X export,water,,,,,,,,,"[0.5, 2.0]",units = L/day urine output; free water clearance becomes negative with antidiuresis,hours,circulatory,systemic,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,thirst,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"19, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,Proximal tubule reclaims most filtered potassium passively with water and sodium,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,potassium,,,,,,,,,"[3.5, 5.0]",units = mEq/L plasma; ~65% of filtered K+ reabsorbed paracellularly by solvent drag,minutes,,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,The thick ascending limb reabsorbs potassium through NKCC2,cell,thick ascending limb,thick ascending limb of loop of Henle,UBERON:0001291,kidney loop of Henle thick ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,,,,does,X uptake,potassium,,,,,,,,,,~25-30% of filtered K+ via NKCC2,minutes,,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,secretion is driven by the lumen-negative voltage generated by ENaC-mediated sodium entry,Principal cells secrete potassium into the collecting duct lumen,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,,,,does,X secretion,potassium,,,,,,,,,,via ROMK and BK channels; the regulated determinant of net K+ excretion,minutes-hours,,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,Aldosterone increases principal cell potassium secretion,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,aldosterone,,,increases,X secretion,potassium,,,,,,,,,,,hours,circulatory,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,High distal flow increases potassium secretion,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,tubular flow rate,,,increases,X secretion,potassium,,,,,,,,,,high flow deflects BK channel cilia and dissipates the luminal K+ gradient,minutes,intra-organ,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,Hyperkalemia directly stimulates potassium secretion and aldosterone release,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,plasma potassium,,,increases,X secretion,potassium,,,,,,,,,,,minutes-hours,circulatory,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,Acidosis inhibits distal potassium secretion,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,plasma pH,,,decreases,X secretion,potassium,,,,,,,,,,acidosis reduces distal potassium secretion; alkalosis increases it,hours,systemic,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,Alpha-intercalated cells reclaim potassium in exchange for secreted protons,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,alpha-intercalated cell,,,,,,does,X uptake,potassium,,,,,,,,,,H+/K+-ATPase mediated; upregulated in potassium depletion,hours-days,,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,potassium homeostasis,renal potassium excretion,GO:0036359,potassium reabsorption and secretion,renal absorption,GO:0070293,,,,,,,,,,,,,,Potassium depletion upregulates H+/K+-ATPase mediated potassium reclamation,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,alpha-intercalated cell,,,dietary potassium restriction,,,increases,X uptake,potassium,,,,,,,,,,,days,systemic,intra-organ,plasma potassium,,,urine potassium,,,transtubular potassium gradient,,,blood pH,pH of Blood,LOINC:11558-4,aldosterone signalling,,,acid-base homeostasis,,,insulin,insulin secretion,GO:0030073,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,21,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,"segmental bicarbonate reclamation: ~80% proximal tubule, ~15% thick ascending limb, ~5% collecting duct",Proximal secretion of protons titrates filtered bicarbonate in the lumen,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X secretion,hydrogen ion,,,,,,,,,,apical NHE3 and H+-ATPase; drives reclamation of ~80% of filtered HCO3-,minutes,,intra-organ,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,urine pH,pH of Urine,LOINC:2756-5,arterial PCO2,,,respiratory compensation,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,Luminal carbonic anhydrase converts titrated bicarbonate to CO2 and water for cellular reuptake,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X conversion to Y,luminal bicarbonate,,,carbon dioxide,,,,,,,brush-border carbonic anhydrase IV catalyses H2CO3 breakdown; CO2 diffuses into the cell,minutes,,intra-organ,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,urine pH,pH of Urine,LOINC:2756-5,arterial PCO2,,,respiratory compensation,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,Intracellular carbonic anhydrase regenerates bicarbonate from reabsorbed CO2,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X conversion to Y,carbon dioxide,,,bicarbonate,,,,,,,cytoplasmic carbonic anhydrase II regenerates intracellular HCO3-,minutes,,intra-organ,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,urine pH,pH of Urine,LOINC:2756-5,arterial PCO2,,,respiratory compensation,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,Basolateral sodium-bicarbonate cotransport returns reclaimed bicarbonate to plasma,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,bicarbonate,,,,,,,,,"[22, 28]",units = mEq/L plasma; basolateral NBCe1 returns HCO3- to blood,minutes,,circulatory,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,urine pH,pH of Urine,LOINC:2756-5,arterial PCO2,,,respiratory compensation,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,Angiotensin II stimulates NHE3 and thereby bicarbonate reclamation,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,angiotensin II,,,increases,X secretion,hydrogen ion,,,,,,,,,,,minutes,circulatory,intra-organ,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,urine pH,pH of Urine,LOINC:2756-5,arterial PCO2,,,respiratory compensation,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,bicarbonate reabsorption,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,"Hypercapnia increases proximal proton secretion, the renal compensation for respiratory acidosis",cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,arterial PCO2,,,increases,X secretion,hydrogen ion,,,,,,,,,,,minutes-hours,systemic,intra-organ,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,urine pH,pH of Urine,LOINC:2756-5,arterial PCO2,,,respiratory compensation,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 21",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,ammoniagenesis and new bicarbonate generation,,,,,,,,,,,,,,,ammoniagenesis is the principal adaptive response to chronic metabolic acidosis,Proximal tubular glutamine metabolism generates ammonium for excretion,cell,proximal straight tubule,proximal straight tubule,UBERON:0001290,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,,,,does,X conversion to Y,glutamine,,,ammonium,,,,,,,each glutamine yields 2 NH4+ and 2 new HCO3-,hours-days,,intra-organ,urine ammonium,,,net acid excretion,,,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,respiratory compensation,,,hepatic glutamine metabolism,,,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,ammoniagenesis and new bicarbonate generation,,,,,,,,,,,,,,,,Glutamine catabolism yields new bicarbonate that is added to plasma,cell,proximal straight tubule,proximal straight tubule,UBERON:0001290,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,,,,does,X conversion to Y,glutamine,,,bicarbonate,,,,,,,"new bicarbonate, as distinct from reclaimed filtered bicarbonate",hours-days,,circulatory,urine ammonium,,,net acid excretion,,,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,respiratory compensation,,,hepatic glutamine metabolism,,,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,ammoniagenesis and new bicarbonate generation,,,,,,,,,,,,,,,,Metabolic acidosis upregulates proximal ammoniagenesis,cell,proximal straight tubule,proximal straight tubule,UBERON:0001290,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,plasma pH,,,increases,X conversion to Y,glutamine,,,ammonium,,,,,,,acidosis increases ammoniagenesis several-fold over 3-5 days,hours-days,systemic,intra-organ,urine ammonium,,,net acid excretion,,,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,respiratory compensation,,,hepatic glutamine metabolism,,,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,ammoniagenesis and new bicarbonate generation,,,,,,,,,,,,,,,,Plasma potassium inversely modulates renal ammoniagenesis,cell,proximal straight tubule,proximal straight tubule,UBERON:0001290,kidney proximal straight tubule epithelial cell,kidney proximal straight tubule epithelial cell,CL:1000839,plasma potassium,,,increases,X conversion to Y,glutamine,,,ammonium,,,,,,,hypokalemia stimulates and hyperkalemia suppresses ammoniagenesis,hours-days,systemic,intra-organ,urine ammonium,,,net acid excretion,,,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,respiratory compensation,,,hepatic glutamine metabolism,,,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,ammoniagenesis and new bicarbonate generation,,,,,,,,,,,,,,,,Ammonium is reabsorbed in the thick ascending limb and accumulated in the medulla,cell,thick ascending limb,thick ascending limb of loop of Henle,UBERON:0001291,kidney loop of Henle thick ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,,,,does,X uptake,ammonium,,,,,,,,,,"NH4+ substitutes for K+ on NKCC2, trapping ammonium in the medullary interstitium",hours,,intra-organ,urine ammonium,,,net acid excretion,,,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,respiratory compensation,,,hepatic glutamine metabolism,,,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,ammoniagenesis and new bicarbonate generation,,,,,,,,,,,,,,,,Ammonia enters the collecting duct lumen and is trapped as ammonium for excretion,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct epithelial cell,kidney collecting duct epithelial cell,CL:1000454,,,,does,X secretion,ammonia,,,,,,,,,,non-ionic diffusion with luminal protonation and trapping as NH4+,hours,,intra-organ,urine ammonium,,,net acid excretion,,,plasma bicarbonate,,,blood pH,pH of Blood,LOINC:11558-4,respiratory compensation,,,hepatic glutamine metabolism,,,potassium homeostasis,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,distal acid and base secretion,,,,,,,,,,,,,,,type A intercalated cells acidify; type B intercalated cells have reversed polarity and secrete bicarbonate,Type A intercalated cells secrete protons into the collecting duct lumen,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,alpha-intercalated cell,,,,,,does,X secretion,hydrogen ion,,,,,,,,,"[4.4, 8.0]",units = urine pH; minimum achievable urine pH ~4.4 via H+-ATPase and H+/K+-ATPase,minutes-hours,,intra-organ,urine pH,pH of Urine,LOINC:2756-5,titratable acidity,,,urine ammonium,,,plasma bicarbonate,,,phosphate buffering,,,aldosterone signalling,,,respiratory compensation,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,distal acid and base secretion,,,,,,,,,,,,,,,,Aldosterone stimulates H+-ATPase mediated distal proton secretion,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,alpha-intercalated cell,,,aldosterone,,,increases,X secretion,hydrogen ion,,,,,,,,,,,hours,circulatory,intra-organ,urine pH,pH of Urine,LOINC:2756-5,titratable acidity,,,urine ammonium,,,plasma bicarbonate,,,phosphate buffering,,,aldosterone signalling,,,respiratory compensation,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,distal acid and base secretion,,,,,,,,,,,,,,,,Systemic acidemia increases distal proton secretion,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,alpha-intercalated cell,,,plasma pH,,,increases,X secretion,hydrogen ion,,,,,,,,,,acidemia increases and alkalemia decreases distal proton secretion,hours,systemic,intra-organ,urine pH,pH of Urine,LOINC:2756-5,titratable acidity,,,urine ammonium,,,plasma bicarbonate,,,phosphate buffering,,,aldosterone signalling,,,respiratory compensation,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,distal acid and base secretion,,,,,,,,,,,,,,,,Type B intercalated cells secrete bicarbonate into the lumen,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,beta-intercalated cell,,,,,,does,X secretion,bicarbonate,,,,,,,,,,pendrin-mediated apical Cl-/HCO3- exchange,minutes-hours,,intra-organ,urine pH,pH of Urine,LOINC:2756-5,titratable acidity,,,urine ammonium,,,plasma bicarbonate,,,phosphate buffering,,,aldosterone signalling,,,respiratory compensation,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,distal acid and base secretion,,,,,,,,,,,,,,,,Metabolic alkalosis increases pendrin-mediated bicarbonate secretion,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,beta-intercalated cell,,,plasma pH,,,increases,X secretion,bicarbonate,,,,,,,,,,upregulated in metabolic alkalosis,hours,systemic,intra-organ,urine pH,pH of Urine,LOINC:2756-5,titratable acidity,,,urine ammonium,,,plasma bicarbonate,,,phosphate buffering,,,aldosterone signalling,,,respiratory compensation,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,distal acid and base secretion,,,,,,,,,,,,,,,,Secreted protons are buffered by filtered phosphate to form titratable acid,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct epithelial cell,kidney collecting duct epithelial cell,CL:1000454,,,,does,X conversion to Y,hydrogen phosphate,,,dihydrogen phosphate,,,,,,"[10, 40]",units = mmol/day titratable acid; pKa 6.8 makes phosphate the dominant titratable buffer,hours,,intra-organ,titratable acidity,,,urine phosphate,,,urine pH,pH of Urine,LOINC:2756-5,,,,phosphate buffering,,,aldosterone signalling,,,respiratory compensation,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,acid-base homeostasis,regulation of pH,GO:0006885,distal acid and base secretion,,,,,,,,,,,,,,,,Net acid excretion matches daily endogenous acid production,organ,kidney,kidney,UBERON:0002113,kidney,,,,,,does,X export,net acid,,,,,,,,,"[50, 100]",units = mEq/day; net acid excretion = urinary NH4+ + titratable acid - urinary HCO3-,hours-days,,systemic,net acid excretion,,,urine ammonium,,,titratable acidity,,,blood pH,pH of Blood,LOINC:11558-4,phosphate buffering,,,aldosterone signalling,,,respiratory compensation,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,21,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,renal calcium handling,renal absorption,GO:0070293,,,,,,,,,,,,,,The kidney excretes only a small fraction of the calcium it filters daily,organ,kidney,kidney,UBERON:0002113,kidney,,,,,,does,X export,calcium,,,,,,,,,"[100, 300]",units = mg/day in urine; 98-99% of filtered calcium is reabsorbed,hours-days,,systemic,plasma calcium,,,urine calcium,,,plasma parathyroid hormone,,,plasma calcitriol,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,renal calcium handling,renal absorption,GO:0070293,,,,,,,,,,,,,,The proximal tubule reabsorbs most filtered calcium paracellularly with sodium and water,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,calcium,,,,,,,,,"[8.6, 10.2]","units = mg/dL plasma; ~65% of filtered Ca2+, largely paracellular",minutes,,intra-organ,plasma calcium,,,urine calcium,,,plasma parathyroid hormone,,,plasma calcitriol,,,parathyroid hormone,response to parathyroid hormone,GO:0071107,vitamin D,vitamin D binding,GO:0005499,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Brenner & Rector's The Kidney, 11th Edition (2020)",ISBN:0323532662,7,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,24,,,,,,,,,,,,,,,,,,,
