urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,renal hemodynamics,regulation of blood volume by renal aldosterone,GO:0002017,tubuloglomerular feedback,negative regulation of glomerular filtration,GO:0003105,,,,,,,,,,,,,macula densa NaCl sensing is represented as a signal on the effector cell rather than as a separate sensing behavior,High distal tubular NaCl delivery drives macula densa release of adenosine and ATP,cell,juxtaglomerular apparatus,juxtaglomerular apparatus,UBERON:0002303,macula densa epithelial cell,macula densa epithelial cell,CL:1000850,luminal sodium chloride,,,increases,X secretion,adenosine,,,,,,,,,,signal transduced by apical NKCC2-dependent NaCl uptake,seconds-minutes,intra-organ,paracrine,glomerular filtration rate,,,plasma renin activity,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,17,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,renal hemodynamics,regulation of blood volume by renal aldosterone,GO:0002017,tubuloglomerular feedback,negative regulation of glomerular filtration,GO:0003105,,,,,,,,,,,,,,"Macula densa derived adenosine constricts the afferent arteriole, lowering single-nephron GFR",cell,kidney,kidney,UBERON:0002113,kidney afferent arteriolar cell,kidney afferent arteriolar cell,CL:1001006,adenosine,,,increases,contraction X,force,,,,,,,,,,,seconds-minutes,paracrine,intra-organ,glomerular filtration rate,,,plasma renin activity,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,17,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,renal hemodynamics,regulation of blood volume by renal aldosterone,GO:0002017,tubuloglomerular feedback,negative regulation of glomerular filtration,GO:0003105,,,,,,,,,,,,,,"Low distal NaCl delivery increases macula densa prostaglandin E2 release, which stimulates renin secretion",cell,juxtaglomerular apparatus,juxtaglomerular apparatus,UBERON:0002303,macula densa epithelial cell,macula densa epithelial cell,CL:1000850,luminal sodium chloride,,,decreases,X secretion,prostaglandin E2,,,,,,,,,,,seconds-minutes,intra-organ,paracrine,glomerular filtration rate,,,plasma renin activity,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,17,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,glomerulotubular balance,,,,,,,,,,,,,,,glomerulotubular balance keeps proximal reabsorption a constant fraction of the filtered load,A rise in filtered load elicits a proportional rise in proximal sodium reabsorption,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,filtered sodium load,,,increases,X uptake,sodium,,,,,,,,,,proximal fractional reabsorption held near 65-70% despite changes in GFR,seconds-minutes,intra-organ,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,glomerular filtration rate,,,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,plasma albumin,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,17,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,glomerulotubular balance,,,,,,,,,,,,,,,,Increased peritubular oncotic pressure favours capillary uptake of proximal reabsorbate,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,peritubular capillary oncotic pressure,,,increases,X uptake,sodium,,,,,,,,,,rises with filtration fraction; favours uptake of reabsorbate,seconds-minutes,circulatory,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,glomerular filtration rate,,,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,plasma albumin,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,17,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,glomerulotubular balance,,,,,,,,,,,,,,,,Increased peritubular hydrostatic pressure promotes back-leak and blunts net proximal reabsorption,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,peritubular capillary hydrostatic pressure,,,decreases,X uptake,sodium,,,,,,,,,,,seconds-minutes,circulatory,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,glomerular filtration rate,,,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,plasma albumin,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,17,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,proximal tubular sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,isosmotic reabsorption: water follows sodium via AQP1 and the paracellular route,Proximal tubule reabsorbs the bulk of filtered sodium by apical Na/H exchange and Na-coupled solute cotransport,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,sodium,,,,,,,,,"[136, 145]",units = mEq/L plasma; proximal tubule reabsorbs 65-70% of filtered Na+ via NHE3 and Na-solute cotransport,minutes,,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,urine osmolality,Osmolality of Urine,LOINC:2695-5,acid-base homeostasis,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,proximal tubular sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,Water follows the osmotic gradient created by proximal solute reabsorption,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,water,,,,,,,,,,~65% of filtered water; isosmotic with sodium reabsorption,minutes,,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,urine osmolality,Osmolality of Urine,LOINC:2695-5,acid-base homeostasis,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,proximal tubular sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,Angiotensin II stimulates proximal sodium reabsorption,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,angiotensin II,,,increases,X uptake,sodium,,,,,,,,,,stimulates apical NHE3 and basolateral Na/K-ATPase,minutes,circulatory,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,urine osmolality,Osmolality of Urine,LOINC:2695-5,acid-base homeostasis,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,proximal tubular sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,Renal sympathetic nerve activity stimulates proximal sodium reabsorption,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,norepinephrine,,,increases,X uptake,sodium,,,,,,,,,,,minutes,systemic,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,urine osmolality,Osmolality of Urine,LOINC:2695-5,acid-base homeostasis,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,proximal tubular sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,intrarenal dopamine is a local natriuretic factor,Intrarenal dopamine inhibits proximal sodium reabsorption and promotes natriuresis,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,dopamine,,,decreases,X uptake,sodium,,,,,,,,,,locally synthesised from filtered L-DOPA; inhibits NHE3 and Na/K-ATPase,minutes-hours,paracrine,intra-organ,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,urine osmolality,Osmolality of Urine,LOINC:2695-5,acid-base homeostasis,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,proximal tubular sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,Chloride is reabsorbed paracellularly in the proximal tubule as sodium and water are removed,cell,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,does,X uptake,chloride,,,,,,,,,,"largely paracellular in later proximal segments, driven by the lumen-positive potential and Cl- gradient",minutes,,intra-organ,plasma chloride,,,urine chloride,,,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,,,,acid-base homeostasis,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,sympathetic nervous system,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,18,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,"the descending thin limb equilibrates with the hypertonic interstitium, concentrating luminal fluid","The thin descending limb reabsorbs water without solute, concentrating tubular fluid",cell,loop of Henle,loop of Henle,UBERON:0001288,kidney loop of Henle short descending thin limb epithelial cell,kidney loop of Henle short descending thin limb epithelial cell,CL:4030012,,,,does,X uptake,water,,,,,,,,,,AQP1-mediated; segment is water-permeable and solute-impermeable,minutes,,intra-organ,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,free water clearance,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,,The thin ascending limb reabsorbs NaCl passively and is impermeable to water,cell,loop of Henle,loop of Henle,UBERON:0001288,kidney loop of Henle thin ascending limb epithelial cell,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,,,,does,X uptake,sodium chloride,,,,,,,,,,"passive, driven by the luminal-to-interstitial NaCl gradient; segment is water-impermeable",minutes,,intra-organ,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,free water clearance,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,site of action of loop diuretics; generates the single effect for countercurrent multiplication,NKCC2 in the thick ascending limb reabsorbs NaCl against a gradient without water,cell,thick ascending limb,thick ascending limb of loop of Henle,UBERON:0001291,kidney loop of Henle thick ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,,,,does,X uptake,sodium,,,,,,,,,,~25% of filtered Na+ via apical NKCC2; segment is water-impermeable (the diluting segment),minutes,,intra-organ,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,free water clearance,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,,Apical potassium recycling sustains NKCC2 turnover and creates the lumen-positive driving force,cell,thick ascending limb,thick ascending limb of loop of Henle,UBERON:0001291,kidney loop of Henle thick ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,,,,does,X secretion,potassium,,,,,,,,,,ROMK-mediated apical recycling generates a lumen-positive transepithelial voltage of about +8 mV,seconds-minutes,,intra-organ,urine potassium,,,plasma potassium,,,,,,,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,,Lumen-positive voltage drives paracellular calcium reabsorption in the thick ascending limb,cell,thick ascending limb,thick ascending limb of loop of Henle,UBERON:0001291,kidney loop of Henle thick ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,,,,does,X uptake,calcium,,,,,,,,,,"~20% of filtered Ca2+, paracellular via claudin-16/19 driven by the lumen-positive voltage",minutes,,intra-organ,plasma calcium,,,urine calcium,,,,,,,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,,The thick ascending limb is the principal site of magnesium reabsorption,cell,thick ascending limb,thick ascending limb of loop of Henle,UBERON:0001291,kidney loop of Henle thick ascending limb epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,,,,does,X uptake,magnesium,,,,,,,,,,"~70% of filtered Mg2+, paracellular",minutes,,intra-organ,plasma magnesium,,,urine magnesium,,,,,,,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,,"Hairpin vasa recta exchange solute and water passively, preserving the medullary osmotic gradient",tissue,kidney,kidney,UBERON:0002113,vasa recta,,,,,,does,transport of X from Y to Z,solute and water,,,descending vasa recta,,,ascending vasa recta,,,,countercurrent exchange; medullary blood flow is low to limit gradient washout,minutes-hours,,intra-organ,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,free water clearance,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,countercurrent multiplication,,,,,,,,,,,,,,,GRAMMAR NOTE: the medullary osmotic gradient is expressed as interstitial storage of osmoles; flag if you would rather add a dedicated behavior term,Countercurrent multiplication and urea recycling establish a corticomedullary osmotic gradient,organ,kidney,kidney,UBERON:0002113,kidney,,,,,,does,X storage,sodium chloride and urea,,,,,,,,,"[300, 1200]",units = mOsm/kg H2O; corticomedullary gradient from isotonic cortex to hypertonic papilla,hours,,intra-organ,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,free water clearance,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,19,,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,distal sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,The distal convoluted tubule reabsorbs NaCl through the thiazide-sensitive cotransporter,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,,,,does,X uptake,sodium chloride,,,,,,,,,,~5-7% of filtered load via the thiazide-sensitive NaCl cotransporter; segment is water-impermeable,minutes,,intra-organ,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,blood pressure,,,aldosterone signalling,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,atrial natriuretic peptide,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,distal sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,Aldosterone increases NaCl cotransporter abundance in the distal convoluted tubule,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,aldosterone,,,increases,X uptake,sodium chloride,,,,,,,,,,,hours,circulatory,intra-organ,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,blood pressure,,,aldosterone signalling,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,atrial natriuretic peptide,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,distal sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,ENaC-mediated sodium entry generates the lumen-negative voltage that drives K+ and H+ secretion,Principal cells reabsorb sodium through apical ENaC,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,,,,does,X uptake,sodium,,,,,,,,,,~3% of filtered load via the epithelial sodium channel; the finely regulated fraction,minutes-hours,,intra-organ,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,blood pressure,,,aldosterone signalling,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,atrial natriuretic peptide,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,distal sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,Aldosterone increases principal cell sodium reabsorption,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,aldosterone,,,increases,X uptake,sodium,,,,,,,,,,increases ENaC and Na/K-ATPase expression; effect over 1-6 hours,hours,circulatory,intra-organ,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,blood pressure,,,aldosterone signalling,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,atrial natriuretic peptide,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,sodium homeostasis,renal sodium ion absorption,GO:0070294,distal sodium reabsorption,renal absorption,GO:0070293,,,,,,,,,,,,,,ANP inhibits collecting duct sodium reabsorption,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,atrial natriuretic peptide,,,decreases,X uptake,sodium,,,,,,,,,,,minutes-hours,circulatory,intra-organ,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine sodium,,,fractional excretion of sodium,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,LOINC:49135-7,blood pressure,,,aldosterone signalling,,,RAAS activation,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,GO:0001991,atrial natriuretic peptide,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"18, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,vasopressin-dependent water reabsorption,renal water absorption,GO:0070295,,,,,,,,,,,,,V2 receptor signalling inserts AQP2 into the apical membrane; represented here as the vasopressin signal on the uptake behavior,Collecting duct principal cells reabsorb water down the medullary osmotic gradient,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,,,,does,X uptake,water,,,,,,,,,"[50, 1200]","units = mOsm/kg urine osmolality range; final 5-25% of filtered water, AQP2-dependent",minutes,,intra-organ,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,thirst,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"19, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,vasopressin-dependent water reabsorption,renal water absorption,GO:0070295,,,,,,,,,,,,,,Vasopressin acting at V2 receptors increases apical water permeability,cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,kidney collecting duct principal cell,kidney collecting duct principal cell,CL:1001431,vasopressin,,,increases,X uptake,water,,,,,,,,,,"maximal antidiuresis concentrates urine to ~1200 mOsm/kg; absent ADH, urine falls to ~50 mOsm/kg",minutes,circulatory,intra-organ,urine osmolality,Osmolality of Urine,LOINC:2695-5,plasma osmolality,Osmolality of Serum or Plasma,LOINC:2692-2,plasma sodium,Sodium [Moles/volume] in Serum or Plasma,LOINC:2951-2,urine specific gravity,Specific gravity of Urine,LOINC:2965-2,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,thirst,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"19, 20",,,,,,,,,,,,,,,,,,,,,,,
urinary system,renal system process,GO:0003014,homeostasis,homeostatic process,GO:0042592,water homeostasis,renal water homeostasis,GO:0003091,vasopressin-dependent water reabsorption,renal water absorption,GO:0070295,,,,,,,,,,,,,,"Vasopressin increases inner medullary urea permeability, recycling urea into the interstitium",cell,collecting duct,kidney collecting duct epithelium,UBERON:0014388,inner medullary collecting duct epithelial cell,,,vasopressin,,,increases,X uptake,urea,,,,,,,,,,UT-A1/UT-A3 mediated; urea contributes ~50% of papillary interstitial osmolality,minutes,circulatory,intra-organ,blood urea nitrogen,,,urine urea,,,urine osmolality,Osmolality of Urine,LOINC:2695-5,,,,vasopressin signalling,regulation of renal water transport,GO:2001151,urea recycling,,,thirst,,,,,,"Mulroney & Myers, Netter's Essential Physiology",ISBN 978-0-323-69463-8,"19, 20",,,,,,,,,,,,,,,,,,,,,,,
