Whole Person Physiome Table for Endocrine System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,pancreatic polypeptide reduces appetite and decreases gastric and pancreatic secretions,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,,does,X secretion,pancreatic polypeptide,,,"[0, 300]","units = pg/mL, typically increases by 200pg/mL after feeding",minutes-hours,,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,fasted status,decreases,X secretion,pancreatic polypeptide,,,,,minutes-hours,systemic,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,fed status,increases,X secretion,pancreatic polypeptide,,,,,minutes-hours,systemic,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,pancreatic polypeptide,decreases,X secretion,bicarbonate,,,,,minutes-hours,intra-organ,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,pancreatic bicarbonate secretion,pancreas gland physiology trait,VT:0002693,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,C-peptide production,,,,,,,,,,,,,,,,"c-peptide is a byproduct of insulin production, cleaved from pro-insulin",cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,,does,X secretion,C-peptide,,,"[0.5, 2.0] ",units = ng/mL,minutes-hours,,paracrine,plasma C-peptide,,1986-9,,,,,,,,,,insulin production,insulin secretion,GO:0030073,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure fasting insulin measurement,C19726,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,amylin production,,,,,,,,,,,,,,,,amylin slows gastric emptying and suppresses postprandial glucagon; co-secreted with insulin,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,,does,X secretion,amylin,,,"[4.5, 9.5]","units = pmol/L, increased up to 25-30pmol/L post feeding",minutes-hours,,"paracrine, circulatory",,,,,,,,,,,,,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glycogenolysis,glycogen catabolism trait,VT:0002713,gastric emptying,intestinal peristalsis trait,VT:0003289,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,amylin production,,,,,,,,,,,,,,,,,organ,digestive system,digestive tract,UBERON:0001007,stomach,stomach,UBERON:0000945,glp-1,decreases,X export,gastric contents,,,,,minutes,circulatory,intra-organ,,,,,,,,,,,,,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glycogenolysis,glycogen catabolism trait,VT:0002713,gastric emptying,intestinal peristalsis trait,VT:0003289,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,amylin production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,amylin,decreases,X secretion,glucagon,,,,,minutes-hours,paracrine,"paracrine, circulatory",,,,,,,,,,,,,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glycogenolysis,glycogen catabolism trait,VT:0002713,gastric emptying,intestinal peristalsis trait,VT:0003289,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,aldosterone production,aldosterone secretion,GO:0035932,,,,,,,,,,,,,,aldosterone promotes sodium reuptake and potassium excretion in the distal convoluted tubule,tissue,cortex,adrenal cortex,UBERON:0001235,zona glomerulosa,zona glomerulosa of adrenal gland,UBERON:0002053,,does,X secretion,aldosterone,,,"[0, 21]",units = ng/dL,minutes,,circulatory,plasma aldosterone,,1763-2,aldosterone/plasma renin activity ratio in plasma,,30894-0,,,,,,,hypothalamic pituitary axis,secretion by pituitary trait,VT:0001746,renin-angiotensin aldosterone system,regulation of systemic arterial blood pressure by ciculatory renin-angiotensin,GO:0001991,potassium ion homeostasis,potassium ion homeostasis trait,VT:0010961,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,,Aldosterone test result value,C57182,Plasma renin activity test result value,C57179,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,aldosterone production,aldosterone secretion,GO:0035932,,,,,,,,,,,,,,,tissue,cortex,adrenal cortex,UBERON:0001235,zona glomerulosa,zona glomerulosa of adrenal gland,UBERON:0002053,renin,increases,X secretion,aldosterone,,,,,minutes,circulatory,circulatory,plasma aldosterone,,1763-2,aldosterone/plasma renin activity ratio in plasma,,30894-0,,,,,,,hypothalamic pituitary axis,secretion by pituitary trait,VT:0001746,renin-angiotensin aldosterone system,regulation of systemic arterial blood pressure by ciculatory renin-angiotensin,GO:0001991,potassium ion homeostasis,potassium ion homeostasis trait,VT:0010961,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,,Aldosterone test result value,C57182,Plasma renin activity test result value,C57179,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,cortisol production,cortisol secretion,GO:0043400,,,,,,,,,,,,,,cortisol increases gluconeogenesis and suppresses the immune system,tissue,cortex,adrenal cortex,UBERON:0001235,zona fasciculata,zona fasciculata of adrenal gland,UBERON:0002054,,does,X secretion,cortisol,,,"[5, 25]","units = µg/dL, range is [5-25] in the morning, [0, 10] in the afternoon",minutes-hours,,circulatory,24 hour urine cortisol,,2147-7,plasma cortisol,,2143-6,,,,,,,hypothalamic pituitary axis,secretion by pituitary trait,VT:0001746,igf-1,blood insulin-like growth factor amount,VT:0010479,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,,24 Hour urine cortisol test result value,C57134,Laboratory procedure adrenal function fasting cortisol serum value,C22314,AM Cortisol test result value,C57128,PM Cortisol test result value,C57131,Laboratory procedure anterior pituitary function insulin-like growth factor-1 baseline plasma value,C22339,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,does,X secretion,glucose,,,"[60, 80]","units = mg/dL, Target is [100, 140] 2 hours after a mixed meal",minutes-hours,,circulatory,,,,,,,,,,,,,insulin production,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,glucagon,increases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,insulin,decreases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fed status,decreases,X secretion,glucose,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fasted status,increases,X secretion,glucose,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,cortisol,increases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,glucose,decreases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,glucagon,increases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,insulin,decreases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,decreases,X secretion,glucose,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,increases,X secretion,glucose,,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,cortisol,increases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,glucose,decreases,X secretion,glucose,,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,insulin secretion,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,glycogen synthesis is increased in the fed state and decreased in the fasted state,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,does,X conversion to Y,glucose,glycogen,,,,minutes-hours,,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fed status,increases,X conversion to Y,glucose,glycogen,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fasted status,decreases,X conversion to Y,glucose,glycogen,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,insulin,increases,X conversion to Y,glucose,glycogen,,,,minutes-hours,circulatory,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,,does,X conversion to Y,glucose,glycogen,,,,minutes-hours,,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,increases,X conversion to Y,glucose,glycogen,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,decreases,X conversion to Y,glucose,glycogen,,,,minutes-hours,systemic,circulatory,,,,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin secretion,insulin secretion,GO:0030073,gluconeogenesis,gluconeogenesis,GO:0006094,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
