Whole Person Physiome Table for Endocrine System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,adrenocorticotropin hormone production,corticotropin secretion,GO:0051458,,,,,,,,,,,,,,ACTH stimulates adrenal cortisol and corticosteroid production,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,adrenocorticotropic hormone,,,"[10, 60]",units = pg/mL,minutes,,circulatory,,,,,,,,,,,,,glucocorticoid release,regulation of cortisol secretion,GO:0051462,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,ACTH test result value,C57185,Laboratory procedure random glucose measurement,C57974,24 Hour urine cortisol test result value,C57134,Laboratory procedure adrenal function fasting cortisol serum value,C22314,AM Cortisol test result value,C57128,PM Cortisol test result value,C57131,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,adrenocorticotropin hormone production,corticotropin secretion,GO:0051458,,,,,,,,,,,,,,,tissue,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,adrenocorticotropic hormone,increases,X secretion,cortisol,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,glucocorticoid release,regulation of cortisol secretion,GO:0051462,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,ACTH test result value,C57185,Laboratory procedure random glucose measurement,C57974,24 Hour urine cortisol test result value,C57134,Laboratory procedure adrenal function fasting cortisol serum value,C22314,AM Cortisol test result value,C57128,PM Cortisol test result value,C57131,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,development of secondary female sexual characteristics,development of secondary female sexual characteristics,GO:0046543,breast tissue development,mammary gland epithelium development,GO:0061180,prolactin release,prolactin secretion,GO:0070459,,,,,,,,,,,prolactin promotes breast tissue development and lactation,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,prolactin,,,"[0,20]",units = ng/mL,minutes,,circulatory,plasma prolactin,,2842-3,,,,,,,,,,breastmilk production,lactation trait,VT:0001882,pregnancy,female pregnancy ,GO:0007565,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,Prolactin test result value,C57191,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,"GH stimulates growth, lipolysis, and hepatic IGF-1 production",organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,growth hormone,,,"[0, 5]",units = ng/mL,minutes,,circulatory,,,,,,,,,,,,,bone growth,bone growth ,GO:0098868,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,,cell,white adipose tissue,white adipose tissue,UBERON:0001347,white adipocyte,white adipocyte,CL:0000448,growth hormone,increases,X conversion to Y,triglyceride,free fatty acid,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,bone growth,bone growth ,GO:0098868,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,growth hormone,increases,X secretion,igf-1,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,bone growth,bone growth ,GO:0098868,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,germ cell maturation,germ cell proliferation,GO:0036093,follicle stimulating hormone production,follicle-stimulating hormone secretion,GO:0046884,,,,,,,,,,,,,,FSH stimulates granulosa cells in females and Sertoli cells in males; FSH is released from the anterior pituitary in response to GnRH,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,follicle stimulating hormone,,,"[1, 30]","units = mU/mL, [2, 9] for female follicular phase, [4, 22] for female mid-cycle peak, [30, ] for post-menopausal female, [1, 7] for male",minutes,,circulatory,,,,,,,,,,,,,luteinizing hormone secretion,luteinizing hormone secretion,GO:0032275,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,FSH test result value,C57160,LH test result value,C57163,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,germ cell maturation,germ cell proliferation,GO:0036093,follicle stimulating hormone production,follicle-stimulating hormone secretion,GO:0046884,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,gonadotropin releasing hormone,increases,X secretion,follicle stimulating hormone,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,luteinizing hormone secretion,luteinizing hormone secretion,GO:0032275,menstruation ,menstruation,GO:0042703,ovulation,ovulation,GO:0030728,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,FSH test result value,C57160,LH test result value,C57163,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone regulation,regulation of thyroid hormone generation,GO:2000609,thyroid stimulating hormone production,thyroid-stimulating hormone secretion,GO:0070460,,,,,,,,,,,,,,TSH is produced by thyrotropes in the anterior pituitary,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,thyroid stimulating hormone,,,"[0.5, 4]",units = mU/L,minutes,,circulatory,,,,,,,,,,,,,thyroid hormone release,regulation of thyroid hormone generation,GO:2000609,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,,,,,,,,,,,,,,,,,suprachiasmatic nucleus serves as the body's master clock regulator,,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,hours,systemic,systemic,,,,,,,,,,,,,thyroid hormone release,regulation of thyroid hormone generation,GO:2000609,sleep/wake cycle,circadian rhythm,GO:0007623,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,light/dark processing,,,,,,,,,,,,,,,,SCN neurons integrate environmental light cues to synchronize circadian rhythm,,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,hours,systemic,systemic,,,,,,,,,,,,,melatonin production,melatonin biosynthetic process,GO:0030187,thyroid hormone release,regulation of thyroid hormone generation,GO:2000609,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,circadian rhythm regulation,regulation of circadian rhythm,GO:0042752,melatonin production,,,,,,,,,,,,,,,,melatonin promotes sleep and is secreted according to light/dark cycles,tissue,epithalamus,epithalamus,UBERON:0001899,pineal gland,pineal body,UBERON:0001905,,does ,X secretion,melatonin,,,"[0.02, 2]",units = ng/mL,hours,,circulatory,,,,,,,,,,,,,sleep/wake cycle,circadian rhythm,GO:0007623,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,,,,,,,,,,,,,,,,,glucose sensing neurons in the hypothalamus regulate feeding and satiety,,ventromedial hypothalamus,ventromedial hypothalamus,UBERON:0001935,glucose-sensing neurons,tanycyte,CL:0002085,,,,,,,,,minutes,systemic,systemic,,,,,,,,,,,,,eating behavior trait,eating behavior trait,VT:0001431,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,,,,,,,,,,,,,,,,,osmoreceptors in the hypothalamus regulate thirst and vasopressin release,,median preoptic nucleus,median preoptic nucleus,UBERON:0002625,osmoreceptors,,,,,,,,,,,minutes,systemic,systemic,,,,,,,,,,,,,renal fluid retention,regulation of renal water transport,GO:2001151,renal natriuresis,regulation of renal sodium excretion,GO:0035813,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,thyroid hormone metabolic process,GO:0042403,T4 synthesis,,,,,,,,,,,,,,,,"thyroid epithelial cells produce T4; TPO oxidizes iodide to iodine, then attaches it to tyrosine residues on thyroglobulin to create MIT and DIT; two DIT molecules constitute T4",cell,thyroid follicle,thyroid follicle,UBERON:0005305,thyroid epithelial cell,epithelial cell of thyroid gland,CL:0002257,,does ,X secretion,t4,,,"[0.8, 1.8]",units = ng/dL,minutes,,circulatory,free T4,,3024-7,,,,,,,,,,heart muscle contractility trait,heart muscle contractility trait,VT:2000018,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,calcitonin production,calcitonin secretion,GO:0036161,,,,,,,,,,,,,,calcitonin lowers serum calcium by inhibiting bone resorption,cell,thyroid follicle,thyroid follicle,UBERON:0005305,parafollicular C cells,parafollicular cell,CL:0000570,,does ,X secretion,calcitonin,,,,,minutes,,circulatory,plasma calcitonin,,1992-7,,,,,,,,,,bone resorption,bone resorption,GO:0045453,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,thyroid hormone metabolic process,GO:0042403,T4 deiodination,,,,,,,,,,,,,,,,"deiodination of T4 generates T3, the active form of thyroid hormone (10% in thyroid)",cell,thyroid follicle,thyroid follicle,UBERON:0005305,thyroid epithelial cell,epithelial cell of thyroid gland,CL:0002257,,does ,X conversion to Y,t4,t3,,"[2.3, 4.2]","units = pg/mL, 10% of t3 is produced by the thyroid",minutes,,circulatory,free T3,,3051-0,,,,,,,,,,heart muscle contractility trait,heart muscle contractility trait,VT:2000018,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,thyroid hormone metabolic process,GO:0042403,T4 deiodination,,,,,,,,,,,,,,,,"deiodination of T4 generates T3, the active form of thyroid hormone (90% in peripheral tissues)",cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,does ,X conversion to Y,t4,t3,,,"units = pg/mL, 90% of t3 is converted peripherally by liver, kidney, and skeletal muscle",minutes,,circulatory,free T3,,3051-0,,,,,,,,,,heart muscle contractility trait,heart muscle contractility trait,VT:2000018,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,thyroid hormone metabolic process,GO:0042403,T4 deiodination,,,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,does ,X conversion to Y,t4,t3,,,,minutes,,circulatory,free T3,,3051-0,,,,,,,,,,heart muscle contractility trait,heart muscle contractility trait,VT:2000018,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,thyroid hormone metabolic process,GO:0042403,T4 deiodination,,,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,skeletal myocytes,skeletal muscle fiber,CL:0008002,,does ,X conversion to Y,t4,t3,,,,minutes,,circulatory,free T3,,3051-0,,,,,,,,,,heart muscle contractility trait,heart muscle contractility trait,VT:2000018,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone synthesis,thyroid hormone metabolic process,GO:0042403,thyroglobulin storage,,,,,,,,,,,,,,,,thyroglobulin is stored in colloid ,cell,thyroid gland,thyroid gland,UBERON:0002046,colloid,colloid of thyroid follicle,UBERON:0012364,,does ,X storage,thyroglobulin,,,"[0, 20]",units = ng/mL,minutes,,intra-organ,,,,,,,,,,,,,heart muscle contractility trait,heart muscle contractility trait,VT:2000018,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,lipid catabolic process,lipid catabolic process,GO:0016042,skeletal muscle hypertrophy,skeletal muscle hypertrophy,GO:0014734,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,4,,,,,,,,,,Laboratory procedure thyroid-stimulating hormone value,C57984,Free T3 test result value,C57153,Laboratory procedure thyroid function thyroxine serum value,C22305,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,"PTH increases calcium and decreases phosphate by promoting reabsorption in the kidney, increasing bone resorption, increasing vitamin D activation, and increasing calcium uptake from the small intestine",cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,,does ,X secretion,parathyroid hormone,,,"[10, 65]",units = pg/mL,minutes,,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,parathyroid hormone secretion,GO:0035898,,,,,,,,,,,,,,,cell,parathyroid gland,parathyroid gland,UBERON:0001132,chief cells,chief cell of parathyroid gland,CL:0000446,calcium,decreases,X secretion,parathyroid hormone,,,,,minutes,circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,,does,X uptake,calcium,,,"[8.6, 10.2]",units = mg/dL,minutes,,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,distal convoluted tubule,distal convoluted tubule,UBERON:0001292,kidney distal convoluted tubule epithelial cell,kidney distal convoluted tubule epithelial cell,CL:1000849,parathyroid hormone,increases,X uptake,calcium,,,,,minutes,circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,does,X uptake,phosphate,,,"[3.0, 4.5]",units = mg/dL,minutes,,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,decreases,X uptake,phosphate,,,,,minutes,circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,,does ,X secretion,calcium,,,"[8.6, 10.2]",units = mg/dL,minutes-hours,,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,bone,bone tissue,UBERON:0002481,osteoclast,osteoclast,CL:0000092,parathyroid hormone,increases,X secretion,calcium,,,,,minutes-hours,circulatory,circulatory,plasma PTH,parathyrin in serum or plasma,35566-9,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,,does,X conversion to Y,calcifediol,calcitriol,,"[15, 60]",units = pg/mL,minutes,,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,62292-8,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
